id	line	column	filename	methodname	varname	vartype	lastassign	dis0	isparam	infor	incondnum	bodyuse	if
2721	1619	0	BOBYQAOptimizer.java	trsbox	crvmin	double	NAME	330	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	ds	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	iu	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	dhd	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	dhs	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	cth	double	UNKNOWN_AS	2147483647	0	1	0	*	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	shs	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	sth	double	UNKNOWN_AS	2147483647	0	1	0	*	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	ssq	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	beta	double	0	327	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	sdec	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	blen	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	iact	int	PREFIX_EXPR	326	0	1	4	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	nact	int	0	325	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	angt	double	0	324	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	qred	double	UNKNOWN_AS	2147483647	0	1	6	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	isav	int	UNKNOWN_AS	2147483647	0	1	4	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	temp	double	0	322	0	1	7	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	xsav	double	0	322	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	xsum	double	0	322	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	angbd	double	0	322	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	dredg	double	0	322	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	sredg	double	0	322	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	iterc	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	resid	double	0	320	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	delsq	double	0	320	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	ggsav	double	0	320	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	tempa	double	0	320	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	tempb	double	0	320	0	1	2	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	redmax	double	0	320	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	dredsq	double	0	320	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	redsav	double	0	320	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	gredsq	double	0	320	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	rednew	double	0	320	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	itcsav	int	0	319	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	rdprev	double	0	318	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	rdnext	double	0	318	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	stplen	double	0	318	0	1	3	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	stepsq	double	0	318	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	itermax	int	0	317	0	1	1	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	state	int	20	293	0	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	delta	double	PARAM_AS	335	1	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	gnew	ArrayRealVector	PARAM_AS	335	1	1	0	CALLER_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	xbdi	ArrayRealVector	PARAM_AS	335	1	1	11	NO_USE	1
2721	1619	0	BOBYQAOptimizer.java	trsbox	s	ArrayRealVector	PARAM_AS	335	1	1	3	CALLER_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	hs	ArrayRealVector	PARAM_AS	335	1	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	hred	ArrayRealVector	PARAM_AS	335	1	1	0	NO_USE	0
2721	1619	0	BOBYQAOptimizer.java	trsbox	THIS	BOBYQAOptimizer	UNKNOWN_AS	2147483647	0	1	7	FIELD_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	n	int	getDimension()	342	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	npt	int	NAME	341	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	dsq	double	NAME	340	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	crvmin	double	NAME	339	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	ds	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	iu	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	1
2722	1628	0	BOBYQAOptimizer.java	trsbox	dhd	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	dhs	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	cth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	shs	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	sth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	ssq	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	beta	double	0	336	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	sdec	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	blen	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	iact	int	PREFIX_EXPR	335	0	1	4	PARAM_USE	1
2722	1628	0	BOBYQAOptimizer.java	trsbox	nact	int	0	334	0	1	1	++x	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	angt	double	0	333	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	qred	double	UNKNOWN_AS	2147483647	0	1	6	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	isav	int	UNKNOWN_AS	2147483647	0	1	4	NO_USE	1
2722	1628	0	BOBYQAOptimizer.java	trsbox	temp	double	0	331	0	1	7	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	xsav	double	0	331	0	1	0	PARAM_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	xsum	double	0	331	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	angbd	double	0	331	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	dredg	double	0	331	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	sredg	double	0	331	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	iterc	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	resid	double	0	329	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	delsq	double	0	329	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	ggsav	double	0	329	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	tempa	double	0	329	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	tempb	double	0	329	0	1	2	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	redmax	double	0	329	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	dredsq	double	0	329	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	redsav	double	0	329	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	gredsq	double	0	329	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	rednew	double	0	329	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	itcsav	int	0	328	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	rdprev	double	0	327	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	rdnext	double	0	327	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	stplen	double	0	327	0	1	3	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	stepsq	double	0	327	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	itermax	int	0	326	0	1	1	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	state	int	20	302	0	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	delta	double	PARAM_AS	344	1	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	gnew	ArrayRealVector	PARAM_AS	344	1	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	xbdi	ArrayRealVector	PARAM_AS	344	1	1	11	CALLER_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	s	ArrayRealVector	PARAM_AS	344	1	1	3	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	hs	ArrayRealVector	PARAM_AS	344	1	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	hred	ArrayRealVector	PARAM_AS	344	1	1	0	NO_USE	0
2722	1628	0	BOBYQAOptimizer.java	trsbox	THIS	BOBYQAOptimizer	UNKNOWN_AS	2147483647	0	1	7	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	n	int	getDimension()	348	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	npt	int	NAME	347	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	dsq	double	NAME	346	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	crvmin	double	NAME	345	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	ds	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	iu	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	dhd	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	dhs	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	cth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	shs	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	sth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	ssq	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	beta	double	0	342	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	sdec	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	1
2723	1634	0	BOBYQAOptimizer.java	trsbox	blen	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	iact	int	PREFIX_EXPR	341	0	1	4	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	nact	int	0	340	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	angt	double	0	339	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	qred	double	UNKNOWN_AS	2147483647	0	1	6	NO_USE	1
2723	1634	0	BOBYQAOptimizer.java	trsbox	isav	int	UNKNOWN_AS	2147483647	0	1	4	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	temp	double	0	337	0	1	7	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	xsav	double	0	337	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	xsum	double	0	337	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	angbd	double	0	337	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	dredg	double	0	337	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	sredg	double	0	337	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	iterc	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	resid	double	0	335	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	delsq	double	0	335	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	ggsav	double	0	335	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	tempa	double	0	335	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	tempb	double	0	335	0	1	2	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	redmax	double	0	335	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	dredsq	double	0	335	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	redsav	double	0	335	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	gredsq	double	0	335	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	rednew	double	0	335	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	itcsav	int	0	334	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	rdprev	double	0	333	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	rdnext	double	0	333	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	stplen	double	0	333	0	1	3	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	stepsq	double	0	333	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	itermax	int	0	332	0	1	1	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	state	int	20	308	0	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	delta	double	PARAM_AS	350	1	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	gnew	ArrayRealVector	PARAM_AS	350	1	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	xbdi	ArrayRealVector	PARAM_AS	350	1	1	11	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	s	ArrayRealVector	PARAM_AS	350	1	1	3	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	hs	ArrayRealVector	PARAM_AS	350	1	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	hred	ArrayRealVector	PARAM_AS	350	1	1	0	NO_USE	0
2723	1634	0	BOBYQAOptimizer.java	trsbox	THIS	BOBYQAOptimizer	UNKNOWN_AS	2147483647	0	1	7	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	min	double	min()	2	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	i	int	0	3	0	1	2	PARAM_USE	1
2724	1646	0	BOBYQAOptimizer.java	trsbox	n	int	getDimension()	360	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	npt	int	NAME	359	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	dsq	double	NAME	358	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	crvmin	double	NAME	357	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	ds	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	iu	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	dhd	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	dhs	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	cth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	shs	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	sth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	ssq	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	beta	double	0	354	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	sdec	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	blen	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	iact	int	PREFIX_EXPR	353	0	1	4	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	nact	int	0	352	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	angt	double	0	351	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	qred	double	UNKNOWN_AS	2147483647	0	1	6	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	isav	int	UNKNOWN_AS	2147483647	0	1	4	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	temp	double	0	349	0	1	7	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	xsav	double	0	349	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	xsum	double	0	349	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	angbd	double	0	349	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	dredg	double	0	349	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	sredg	double	0	349	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	iterc	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	resid	double	0	347	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	delsq	double	0	347	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	ggsav	double	0	347	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	tempa	double	0	347	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	tempb	double	0	347	0	1	2	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	redmax	double	0	347	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	dredsq	double	0	347	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	redsav	double	0	347	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	gredsq	double	0	347	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	rednew	double	0	347	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	itcsav	int	0	346	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	rdprev	double	0	345	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	rdnext	double	0	345	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	stplen	double	0	345	0	1	3	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	stepsq	double	0	345	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	itermax	int	0	344	0	1	1	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	state	int	20	320	0	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	delta	double	PARAM_AS	362	1	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	gnew	ArrayRealVector	PARAM_AS	362	1	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	xbdi	ArrayRealVector	PARAM_AS	362	1	1	11	NO_USE	1
2724	1646	0	BOBYQAOptimizer.java	trsbox	s	ArrayRealVector	PARAM_AS	362	1	1	3	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	hs	ArrayRealVector	PARAM_AS	362	1	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	hred	ArrayRealVector	PARAM_AS	362	1	1	0	NO_USE	0
2724	1646	0	BOBYQAOptimizer.java	trsbox	THIS	BOBYQAOptimizer	UNKNOWN_AS	2147483647	0	1	7	FIELD_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	min	double	min()	5	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	i	int	0	6	0	1	2	PARAM_USE	1
2725	1649	0	BOBYQAOptimizer.java	trsbox	n	int	getDimension()	363	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	npt	int	NAME	362	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	dsq	double	NAME	361	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	crvmin	double	NAME	360	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	ds	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	iu	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	dhd	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	dhs	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	cth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	shs	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	sth	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	ssq	double	UNKNOWN_AS	2147483647	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	beta	double	0	357	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	sdec	double	UNKNOWN_AS	2147483647	0	1	3	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	blen	double	UNKNOWN_AS	2147483647	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	iact	int	PREFIX_EXPR	356	0	1	4	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	nact	int	0	355	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	angt	double	0	354	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	qred	double	UNKNOWN_AS	2147483647	0	1	6	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	isav	int	UNKNOWN_AS	2147483647	0	1	4	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	temp	double	0	352	0	1	7	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	xsav	double	0	352	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	xsum	double	0	352	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	angbd	double	0	352	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	dredg	double	0	352	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	sredg	double	0	352	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	iterc	int	UNKNOWN_AS	2147483647	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	resid	double	0	350	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	delsq	double	0	350	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	ggsav	double	0	350	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	tempa	double	0	350	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	tempb	double	0	350	0	1	2	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	redmax	double	0	350	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	dredsq	double	0	350	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	redsav	double	0	350	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	gredsq	double	0	350	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	rednew	double	0	350	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	itcsav	int	0	349	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	rdprev	double	0	348	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	rdnext	double	0	348	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	stplen	double	0	348	0	1	3	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	stepsq	double	0	348	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	itermax	int	0	347	0	1	1	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	state	int	20	323	0	1	0	NO_USE	0
2725	1649	0	BOBYQAOptimizer.java	trsbox	delta	double	PARAM_AS	365	1	1	0	NO_USE	0
